,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045
Keine Antriebswende,"66,6233430401856","67,5620428028536","68,7771477587445","70,0808190521213","71,3833222280224","72,6813063806813","74,3559384256689","76,0224614209049","77,6803604572305","79,3285779734911","80,9649977111868","82,5879752042743","83,5407419790687","84,4763703605502","85,3943869992549","86,2944266007048","87,1629866347915","88,0140762815723","88,847661877207","89,6636225168264","90,4618410274907"
